X,Y,ID_KM,KM,FECHA_ACT,CALIREPR,icon_url
-101.138087872553,20.0197470018862,36553,40,2021-11-12 11:54:24,Aproximada,./0.png
-101.788147965162,21.2415684989603,39379,21,2021-11-12 11:54:24,Aproximada,./0.png
-101.784217521101,21.2335335899504,39380,20,2021-11-12 11:54:24,Aproximada,./0.png
-101.783978841229,21.2243803880404,39381,19,2021-11-12 11:54:24,Aproximada,./0.png
-101.778114276415,21.2193150829717,39382,18,2021-11-12 11:54:24,Aproximada,./0.png
-101.84016483971,21.1460060153155,39409,31,2021-11-12 11:54:24,Aproximada,./0.png
-101.974947205417,20.5094817148173,39674,106,2021-11-12 11:54:24,Aproximada,./0.png
-101.975519874119,20.5180549190169,39675,105,2021-11-12 11:54:24,Aproximada,./0.png
-101.97077689769,20.5266190481143,39676,104,2021-11-12 11:54:24,Aproximada,./0.png
-101.965976060037,20.531050983647,39677,103,2021-11-12 11:54:24,Aproximada,./0.png
-101.972847051581,20.5365142230845,39678,102,2021-11-12 11:54:24,Aproximada,./0.png
-101.972651542688,20.5536642095936,39679,100,2021-11-12 11:54:24,Aproximada,./0.png
-101.96896490645,20.5615826429806,39680,99,2021-11-12 11:54:24,Aproximada,./0.png
-101.970175388089,20.5704448264282,39681,98,2021-11-12 11:54:24,Aproximada,./0.png
-101.973581054788,20.5785231305528,39682,97,2021-11-12 11:54:24,Aproximada,./0.png
-101.980732310895,20.5846097191073,39683,96,2021-11-12 11:54:24,Aproximada,./0.png
-101.980405905351,20.6009046530732,39684,94,2021-11-12 11:54:24,Aproximada,./0.png
-101.988111261547,20.6025638245026,39685,93,2021-11-12 11:54:24,Aproximada,./0.png
-101.987601934873,20.6171376937912,39686,91,2021-11-12 11:54:24,Aproximada,./0.png
-101.989616325274,20.6250616581938,39687,90,2021-11-12 11:54:24,Aproximada,./0.png
-101.981318975322,20.6290804421055,39688,89,2021-11-12 11:54:24,Aproximada,./0.png
-101.97387317313,20.6342547501548,39689,88,2021-11-12 11:54:24,Aproximada,./0.png
-101.967813331383,20.6413857946382,39690,87,2021-11-12 11:54:24,Aproximada,./0.png
-101.962089309875,20.6483302358966,39691,86,2021-11-12 11:54:24,Aproximada,./0.png
-101.999784978459,20.8204083709054,39692,31,2021-11-12 11:54:24,Aproximada,./0.png
-102.001506474828,20.829104872036,39693,30,2021-11-12 11:54:24,Aproximada,./0.png
-102.002484387889,20.8375680264996,39694,29,2021-11-12 11:54:24,Aproximada,./0.png
-102.00110776895,20.846419892993,39695,28,2021-11-12 11:54:24,Aproximada,./0.png
-101.998773577336,20.8546511227365,39696,27,2021-11-12 11:54:24,Aproximada,./0.png
-101.989034102408,20.8697055403543,39697,25,2021-11-12 11:54:24,Aproximada,./0.png
-101.970417471004,20.8881059580076,39698,22,2021-11-12 11:54:24,Aproximada,./0.png
-101.952543003234,20.8919174544912,39699,20,2021-11-12 11:54:24,Aproximada,./0.png
-100.049805715258,21.1351880031336,42108,49,2021-11-12 11:54:24,Aproximada,./0.png
-100.042153357349,21.1356489873487,42109,50,2021-11-12 11:54:24,Aproximada,./0.png
-100.033208655699,21.1328066484729,42110,51,2021-11-12 11:54:24,Aproximada,./0.png
-100.024864674723,21.1290765075419,42111,52,2021-11-12 11:54:24,Aproximada,./0.png
-100.01618661602,21.126645138204,42112,53,2021-11-12 11:54:24,Aproximada,./0.png
-100.05222744666,21.1610395236421,42113,3,2021-11-12 11:54:24,Aproximada,./0.png
-100.046206921734,21.1630240402655,42114,4,2021-11-12 11:54:24,Aproximada,./0.png
-100.038486362088,21.1628959717241,42115,5,2021-11-12 11:54:24,Aproximada,./0.png
-100.027127554974,21.1635991609351,42117,7,2021-11-12 11:54:24,Aproximada,./0.png
-100.021634268021,21.1677976249112,42119,9,2021-11-12 11:54:24,Aproximada,./0.png
-100.01885223706,21.1733924491111,42120,10,2021-11-12 11:54:24,Aproximada,./0.png
-100.010772797925,21.176709969855,42121,11,2021-11-12 11:54:24,Aproximada,./0.png
-100.001980442686,21.1768630444872,42122,12,2021-11-12 11:54:24,Aproximada,./0.png
-99.9950376294421,21.1776492138158,42123,13,2021-11-12 11:54:24,Aproximada,./0.png
-99.9873484849897,21.1760364490116,42124,14,2021-11-12 11:54:24,Aproximada,./0.png
-99.9816870674514,21.1722170162348,42125,15,2021-11-12 11:54:24,Aproximada,./0.png
-99.9767051951837,21.1747590187313,42126,16,2021-11-12 11:54:24,Aproximada,./0.png
-99.9693276240361,21.1743473759028,42127,17,2021-11-12 11:54:24,Aproximada,./0.png
-99.9546694048229,21.1778517299012,42129,19,2021-11-12 11:54:24,Aproximada,./0.png
-99.9012027590622,21.1851895314053,42137,27,2021-11-12 11:54:24,Aproximada,./0.png
-99.8941601695528,21.1875177509662,42138,28,2021-11-12 11:54:24,Aproximada,./0.png
-99.8638822894509,21.1869215537737,42139,6,2021-11-12 11:54:24,Aproximada,./0.png
-99.8933981904907,21.2012728917061,42140,30,2021-11-12 11:54:24,Aproximada,./0.png
-99.8913651464181,21.207769913017,42141,31,2021-11-12 11:54:24,Aproximada,./0.png
-99.8865950265206,21.2203277331224,42144,34,2021-11-12 11:54:24,Aproximada,./0.png
-99.8798750119532,21.2247722395702,42145,35,2021-11-12 11:54:24,Aproximada,./0.png
-99.8673937031348,21.223045555942,42146,37,2021-11-12 11:54:24,Aproximada,./0.png
-99.8630364534972,21.2263872257486,42147,38,2021-11-12 11:54:24,Aproximada,./0.png
-99.8878774920352,21.1118459139223,42345,15,2021-11-12 11:54:24,Aproximada,./0.png
-99.9567240400953,21.0918608380351,42346,25,2021-11-12 11:54:24,Aproximada,./0.png
-99.9616513702184,21.0942640181857,42347,26,2021-11-12 11:54:24,Aproximada,./0.png
-99.9670309190881,21.1005440188299,42348,27,2021-11-12 11:54:24,Aproximada,./0.png
-99.9746336733883,21.1058810918815,42349,29,2021-11-12 11:54:24,Aproximada,./0.png
-99.9793762649018,21.1051664996997,42350,30,2021-11-12 11:54:24,Aproximada,./0.png
-99.9900338003458,21.1096987391302,42352,32,2021-11-12 11:54:24,Aproximada,./0.png
-99.9952398813638,21.1165045338237,42353,33,2021-11-12 11:54:24,Aproximada,./0.png
-100.407521333105,20.8988729995628,42680,38,2021-11-12 11:54:24,Aproximada,./0.png
-100.406014550067,20.9079235839766,42681,39,2021-11-12 11:54:24,Aproximada,./0.png
-100.408935474164,20.915428584355,42682,40,2021-11-12 11:54:24,Aproximada,./0.png
-100.412262822582,20.9241439637902,42683,41,2021-11-12 11:54:24,Aproximada,./0.png
-100.415367941955,20.9324784570179,42684,42,2021-11-12 11:54:24,Aproximada,./0.png
-100.498050715727,20.5678913512735,42694,10,2021-11-12 11:54:24,Aproximada,./0.png
-100.488197461275,20.5697367337525,42695,9,2021-11-12 11:54:24,Aproximada,./0.png
-100.751645945822,21.5632538319709,43166,123,2021-11-12 11:54:24,Aproximada,./0.png
-100.752089318926,21.5722563930119,43167,124,2021-11-12 11:54:24,Aproximada,./0.png
-100.754637076348,21.5855444298611,43168,125,2021-11-12 11:54:24,Aproximada,./0.png
-100.727076573081,21.630463378282,43351,132,2021-11-12 11:54:24,Aproximada,./0.png
-100.736136143013,21.6264124390289,43352,131,2021-11-12 11:54:24,Aproximada,./0.png
-100.744432637918,21.6227401978073,43353,130,2021-11-12 11:54:24,Aproximada,./0.png
-100.758684174582,21.6119978368712,43354,128,2021-11-12 11:54:24,Aproximada,./0.png
-100.757199123064,21.6028348159842,43355,127,2021-11-12 11:54:24,Aproximada,./0.png
-100.756390927962,21.5941183399884,43356,126,2021-11-12 11:54:24,Aproximada,./0.png
-101.052930505699,21.6531888988018,44556,120,2021-11-12 11:54:24,Aproximada,./0.png
-101.048289088637,21.6608467656813,44557,121,2021-11-12 11:54:24,Aproximada,./0.png
-101.043436625201,21.6688893353681,44558,122,2021-11-12 11:54:24,Aproximada,./0.png
-101.038642394848,21.6768465357032,44559,123,2021-11-12 11:54:24,Aproximada,./0.png
-101.033952460359,21.6845349332501,44560,124,2021-11-12 11:54:24,Aproximada,./0.png
-101.029189012975,21.6924658759849,44561,125,2021-11-12 11:54:24,Aproximada,./0.png
-100.965569329264,21.7233361602245,44562,133,2021-11-12 11:54:24,Aproximada,./0.png
-100.986561332152,21.7634544440758,44563,134,2021-11-12 11:54:24,Aproximada,./0.png
-100.99114356481,21.7555590718791,44564,133,2021-11-12 11:54:24,Aproximada,./0.png
-101.000595848158,21.7397524704977,44565,131,2021-11-12 11:54:24,Aproximada,./0.png
-101.005310251541,21.731982946118,44566,130,2021-11-12 11:54:24,Aproximada,./0.png
-101.010015866542,21.7241711841322,44567,129,2021-11-12 11:54:24,Aproximada,./0.png
-101.014790804171,21.7162825166746,44568,128,2021-11-12 11:54:24,Aproximada,./0.png
-101.019532078406,21.7085319912951,44569,127,2021-11-12 11:54:24,Aproximada,./0.png
-101.023494288873,21.7019283649315,44570,126,2021-11-12 11:54:24,Aproximada,./0.png
-100.953517827078,21.7374567605422,44583,135,2021-11-12 11:54:24,Aproximada,./0.png
-100.95138165525,21.7469322510579,44584,136,2021-11-12 11:54:24,Aproximada,./0.png
-100.949170239543,21.7563412328929,44585,137,2021-11-12 11:54:24,Aproximada,./0.png
-101.004559451749,20.2791108614815,44674,6,2021-11-12 11:54:24,Aproximada,./0.png
-101.02231215696,20.2837937501599,44675,8,2021-11-12 11:54:24,Aproximada,./0.png
-101.030115742889,20.2807044796129,44676,9,2021-11-12 11:54:24,Aproximada,./0.png
-101.039250058676,20.278085114887,44677,10,2021-11-12 11:54:24,Aproximada,./0.png
-101.048129060818,20.2750674545117,44678,11,2021-11-12 11:54:24,Aproximada,./0.png
-101.054995529247,20.3045574091492,44679,4,2021-11-12 11:54:24,Aproximada,./0.png
-100.856170055995,20.297268882989,44680,4,2021-11-12 11:54:24,Aproximada,./0.png
-100.872686499886,20.2887576786626,44681,2,2021-11-12 11:54:24,Aproximada,./0.png
-100.900072456458,20.2815764390103,44682,1,2021-11-12 11:54:24,Aproximada,./0.png
-100.917252455398,20.2878283240359,44683,3,2021-11-12 11:54:24,Aproximada,./0.png
-100.766123740993,20.4218371471628,44684,3,2021-11-12 11:54:24,Aproximada,./0.png
-100.96738295173,20.2356246608995,44685,10,2021-11-12 11:54:24,Aproximada,./0.png
-100.984593106884,20.2252667150207,44686,11,2021-11-12 11:54:24,Aproximada,./0.png
-101.003723567924,20.2228571713993,44687,13,2021-11-12 11:54:24,Aproximada,./0.png
-101.01322425591,20.2216720582763,44688,14,2021-11-12 11:54:24,Aproximada,./0.png
-101.016381049725,20.2142167147525,44689,1,2021-11-12 11:54:24,Aproximada,./0.png
-101.021205748843,20.206723561787,44690,2,2021-11-12 11:54:24,Aproximada,./0.png
-101.022796215992,20.2204331084482,44691,15,2021-11-12 11:54:24,Aproximada,./0.png
-101.032030635102,20.2192756507299,44692,16,2021-11-12 11:54:24,Aproximada,./0.png
-101.041555732946,20.2180946905776,44693,17,2021-11-12 11:54:24,Aproximada,./0.png
-101.051137456164,20.21689236535,44694,18,2021-11-12 11:54:24,Aproximada,./0.png
-100.90151863687,20.2210692185938,44695,2,2021-11-12 11:54:24,Aproximada,./0.png
-100.909836304086,20.2247415616305,44696,3,2021-11-12 11:54:24,Aproximada,./0.png
-100.946862149897,20.2299964961853,44697,7,2021-11-12 11:54:24,Aproximada,./0.png
-100.956042438333,20.2201916431366,44698,1,2021-11-12 11:54:24,Aproximada,./0.png
-100.959509077043,20.2117534360148,44699,2,2021-11-12 11:54:24,Aproximada,./0.png
-100.977104062725,20.1957751367345,44700,5,2021-11-12 11:54:24,Aproximada,./0.png
-100.985831188667,20.183029789117,44701,7,2021-11-12 11:54:24,Aproximada,./0.png
-101.003924778874,20.1660587467037,44702,7,2021-11-12 11:54:24,Aproximada,./0.png
-101.012247445095,20.1540392525689,44703,9,2021-11-12 11:54:24,Aproximada,./0.png
-101.013895824313,20.1457305660929,44704,10,2021-11-12 11:54:24,Aproximada,./0.png
-101.021825494797,20.1436415882367,44705,11,2021-11-12 11:54:24,Aproximada,./0.png
-101.025735416767,20.1365960575091,44706,12,2021-11-12 11:54:24,Aproximada,./0.png
-101.029752877858,20.1281078787353,44707,13,2021-11-12 11:54:24,Aproximada,./0.png
-100.892432607345,20.5423905848523,44708,3,2021-11-12 11:54:24,Aproximada,./0.png
-100.903012755756,20.5148606075075,44709,62,2021-11-12 11:54:24,Aproximada,./0.png
-100.919505100494,20.5136823530776,44710,64,2021-11-12 11:54:24,Aproximada,./0.png
-100.938940765015,20.5122641952112,44711,66,2021-11-12 11:54:24,Aproximada,./0.png
-100.933273510956,20.5140478973984,44712,10,2021-11-12 11:54:24,Aproximada,./0.png
-100.876398673689,20.5179672880598,44713,4,2021-11-12 11:54:24,Aproximada,./0.png
-100.857356102984,20.5192605667741,44714,2,2021-11-12 11:54:24,Aproximada,./0.png
-100.87377215079,20.5453699704722,44715,5,2021-11-12 11:54:24,Aproximada,./0.png
-100.789416264021,20.5540465850024,44716,3,2021-11-12 11:54:24,Aproximada,./0.png
-100.778315077,20.563447527967,44717,5,2021-11-12 11:54:24,Aproximada,./0.png
-100.761127795915,20.5717649896607,44718,7,2021-11-12 11:54:24,Aproximada,./0.png
-100.750358559464,20.5870558419502,44719,1,2021-11-12 11:54:24,Aproximada,./0.png
-100.747411572944,20.5949834459295,44720,2,2021-11-12 11:54:24,Aproximada,./0.png
-100.609700888703,20.4437323223589,44721,1,2021-11-12 11:54:24,Aproximada,./0.png
-100.60304063526,20.4368862005858,44722,2,2021-11-12 11:54:24,Aproximada,./0.png
-100.59672148541,20.4304082486081,44723,3,2021-11-12 11:54:24,Aproximada,./0.png
-100.590390763024,20.4233373618903,44724,4,2021-11-12 11:54:24,Aproximada,./0.png
-100.586152753773,20.4154148746932,44725,5,2021-11-12 11:54:24,Aproximada,./0.png
-100.581746632927,20.4072254909745,44726,6,2021-11-12 11:54:24,Aproximada,./0.png
-100.567341450099,20.3658600856741,44730,11,2021-11-12 11:54:24,Aproximada,./0.png
-100.571439248388,20.3575244856298,44731,12,2021-11-12 11:54:24,Aproximada,./0.png
-100.585116933158,20.3340080180566,44732,14,2021-11-12 11:54:24,Aproximada,./0.png
-100.594682880849,20.3289745754426,44733,1,2021-11-12 11:54:24,Aproximada,./0.png
-100.6029058985,20.3253377733855,44734,2,2021-11-12 11:54:24,Aproximada,./0.png
-100.609699699118,20.3190230220566,44735,3,2021-11-12 11:54:24,Aproximada,./0.png
-100.615693608741,20.3122030160191,44736,4,2021-11-12 11:54:24,Aproximada,./0.png
-100.640786295583,20.3030503365924,44737,7,2021-11-12 11:54:24,Aproximada,./0.png
-100.582602789527,20.3256156963821,44738,15,2021-11-12 11:54:24,Aproximada,./0.png
-100.578430180232,20.3176710340005,44739,16,2021-11-12 11:54:24,Aproximada,./0.png
-100.574188875115,20.3096656664058,44740,17,2021-11-12 11:54:24,Aproximada,./0.png
-100.569940267507,20.3016169411822,44741,18,2021-11-12 11:54:24,Aproximada,./0.png
-100.565729203986,20.2935317515206,44742,19,2021-11-12 11:54:24,Aproximada,./0.png
-100.561810487537,20.2860715192025,44743,20,2021-11-12 11:54:24,Aproximada,./0.png
-100.55732573555,20.2775331537119,44744,21,2021-11-12 11:54:24,Aproximada,./0.png
-100.55308500949,20.2695103832199,44745,22,2021-11-12 11:54:24,Aproximada,./0.png
-100.549030559117,20.2606985036939,44746,23,2021-11-12 11:54:24,Aproximada,./0.png
-100.546914181625,20.2525584491203,44747,24,2021-11-12 11:54:24,Aproximada,./0.png
-100.533459725871,20.2494873162266,44748,1,2021-11-12 11:54:24,Aproximada,./0.png
-100.525678895934,20.2550090369085,44749,2,2021-11-12 11:54:24,Aproximada,./0.png
-100.518545202731,20.2600969741769,44750,3,2021-11-12 11:54:24,Aproximada,./0.png
-100.502975014085,20.2711520067432,44751,5,2021-11-12 11:54:24,Aproximada,./0.png
-100.500343191989,20.2776725970041,44752,6,2021-11-12 11:54:24,Aproximada,./0.png
-100.502928646908,20.2862691200197,44753,7,2021-11-12 11:54:24,Aproximada,./0.png
-100.504947657557,20.2960562884564,44754,8,2021-11-12 11:54:24,Aproximada,./0.png
-100.506777680506,20.3048663001015,44755,9,2021-11-12 11:54:24,Aproximada,./0.png
-100.504434589644,20.3303605288745,44756,122,2021-11-12 11:54:24,Aproximada,./0.png
-100.499732210239,20.3390751892617,44757,13,2021-11-12 11:54:24,Aproximada,./0.png
-100.493555650307,20.3445897850977,44758,14,2021-11-12 11:54:24,Aproximada,./0.png
-100.485665269689,20.3514457112923,44759,15,2021-11-12 11:54:24,Aproximada,./0.png
-100.479026251336,20.3561548247228,44760,16,2021-11-12 11:54:24,Aproximada,./0.png
-100.776288098956,20.6278574991025,44761,1,2021-11-12 11:54:24,Aproximada,./0.png
-100.785149862001,20.7170842969769,44762,2,2021-11-12 11:54:24,Aproximada,./0.png
-100.794875290918,20.7159481714676,44763,3,2021-11-12 11:54:24,Aproximada,./0.png
-100.800761483044,20.7143329761273,44764,4,2021-11-12 11:54:24,Aproximada,./0.png
-100.813243589022,20.7117742703554,44765,5,2021-11-12 11:54:24,Aproximada,./0.png
-100.83146062803,20.7073624777909,44766,7,2021-11-12 11:54:24,Aproximada,./0.png
-100.947091960256,20.2616387022651,44767,3,2021-11-12 11:54:24,Aproximada,./0.png
-100.97415278297,20.2533532512557,44768,1,2021-11-12 11:54:24,Aproximada,./0.png
-100.988432572014,20.2719607407874,44769,4,2021-11-12 11:54:24,Aproximada,./0.png
-100.996628505725,20.2749291636144,44770,5,2021-11-12 11:54:24,Aproximada,./0.png
-100.531558781053,20.2310479092242,44771,27,2021-11-12 11:54:24,Aproximada,./0.png
-100.527981616067,20.2219139249473,44772,28,2021-11-12 11:54:24,Aproximada,./0.png
-100.525019295105,20.2133126616115,44773,29,2021-11-12 11:54:24,Aproximada,./0.png
-100.522271918229,20.2055391618967,44774,30,2021-11-12 11:54:24,Aproximada,./0.png
-100.516699436574,20.1971544119462,44775,31,2021-11-12 11:54:24,Aproximada,./0.png
-100.511615320375,20.189661400066,44776,32,2021-11-12 11:54:24,Aproximada,./0.png
-100.522608137479,20.1443230916454,44777,81,2021-11-12 11:54:24,Aproximada,./0.png
-100.530305832135,20.1421390654047,44778,82,2021-11-12 11:54:24,Aproximada,./0.png
-100.539675628199,20.1443100501723,44779,83,2021-11-12 11:54:24,Aproximada,./0.png
-100.546897822404,20.1493823348059,44780,84,2021-11-12 11:54:24,Aproximada,./0.png
-100.546566757438,20.1418938441734,44781,85,2021-11-12 11:54:24,Aproximada,./0.png
-100.554611688526,20.139889122626,44782,86,2021-11-12 11:54:24,Aproximada,./0.png
-100.561269787418,20.1436886039021,44783,87,2021-11-12 11:54:24,Aproximada,./0.png
